Age,Height_cm,Weight_kg,BMI,Sport_Type,Level,Goal,Training_Days_Per_Week,Years_Training,Has_Injury_History,Endurance_Score,Strength_Score,Speed_Score,Flexibility_Score,Explosiveness_Score,Recovery_Score,Recommended_Program_ID
30,169,76,26.6,MMA,Beginner,Strength,3,1.4,1,3,4,4,5,5,8,PRG_MMA_BEGINNER_BASE
18,183,72,21.5,Basketball,Intermediate,Speed,4,2.3,0,5,7,7,6,8,9,PRG_BB_CHANGE_OF_DIRECTION
34,188,68,19.2,Tennis,Intermediate,Endurance,4,4.0,1,7,2,8,7,7,10,PRG_TN_SHOULDER_ELBOW_PREHAB
25,178,62,19.6,Track & Field,Intermediate,Speed,5,2.7,0,6,6,9,4,7,7,PRG_TF_SPRINT_ELITE
18,168,69,24.4,Track & Field,Advanced,Muscle_Gain,6,7.1,0,10,7,9,6,9,7,PRG_TF_THROWS_JUMPS_POWER
17,197,86,22.2,Basketball,Intermediate,Speed,3,3.7,0,10,5,4,6,9,7,PRG_BB_COMPLETE_ATHLETE
15,180,80,24.7,Football,Intermediate,Speed,3,3.0,0,6,7,7,3,7,5,PRG_FB_SPRINT_MECHANICS
19,171,82,28.0,MMA,Beginner,Muscle_Gain,2,0.6,0,7,6,5,6,4,7,PRG_MMA_BEGINNER_BASE
21,171,68,23.3,General Fitness,Beginner,Weight_Loss,2,0.1,0,5,7,4,1,5,7,PRG_FIT_FAT_LOSS_HIIT
15,177,81,25.9,Tennis,Intermediate,Strength,4,2.4,0,7,4,9,7,6,8,PRG_TN_CORE_STABILITY
27,188,61,17.3,General Fitness,Beginner,Endurance,4,1.5,1,2,4,5,2,5,7,PRG_FIT_CARDIO_ENDURANCE
20,180,77,23.8,Tennis,Intermediate,Speed,4,2.2,0,7,5,7,7,6,6,PRG_TN_COMPETITION_READINESS
26,179,81,25.3,Tennis,Intermediate,Muscle_Gain,4,1.9,0,5,2,7,6,7,9,PRG_TN_CORE_STABILITY
20,182,66,19.9,MMA,Advanced,Muscle_Gain,6,7.6,0,7,8,5,9,10,8,PRG_MMA_PEAK_PERFORMANCE
20,182,78,23.5,MMA,Advanced,Endurance,4,6.1,1,10,7,7,8,6,7,PRG_MMA_INJURY_PREVENTION
22,178,69,21.8,Football,Beginner,Muscle_Gain,3,0.1,0,2,2,4,2,4,8,PRG_FB_ATHLETIC_DEVELOPMENT
23,171,90,30.8,MMA,Intermediate,Strength,4,3.8,0,6,8,7,6,7,7,PRG_MMA_PEAK_PERFORMANCE
33,176,71,22.9,General Fitness,Intermediate,Endurance,4,5.0,0,6,3,4,6,5,7,PRG_FIT_CARDIO_ENDURANCE
30,178,62,19.6,Boxing,Beginner,Muscle_Gain,4,2.1,0,3,5,6,1,3,7,PRG_BOX_FOUNDATIONS
26,185,68,19.9,Swimming,Intermediate,Muscle_Gain,5,4.8,1,7,5,6,8,5,7,PRG_SW_RACE_CONDITIONING
25,172,63,21.3,Boxing,Beginner,Weight_Loss,3,0.2,0,5,5,4,6,5,7,PRG_BOX_FOUNDATIONS
32,176,81,26.1,Swimming,Intermediate,Endurance,4,1.8,1,8,5,6,5,5,6,PRG_SW_DISTANCE_ELITE
26,172,50,16.9,Track & Field,Beginner,Endurance,2,0.1,0,8,5,5,5,4,7,PRG_TF_RUNNING_MECHANICS
21,193,81,21.7,Basketball,Intermediate,Speed,5,4.8,0,6,4,5,4,6,7,PRG_BB_COMPLETE_ATHLETE
18,197,86,22.2,Basketball,Intermediate,Agility,4,4.9,1,9,4,6,5,7,9,PRG_BB_ANKLE_KNEE_PREHAB
22,185,79,23.1,Boxing,Intermediate,Weight_Loss,3,3.5,0,10,3,6,6,10,8,PRG_BOX_GENERAL_COMBAT_FITNESS
15,177,75,23.9,Football,Advanced,Muscle_Gain,4,8.0,0,8,9,10,4,10,9,PRG_FB_EXPLOSIVE_ATHLETE
35,180,74,22.8,General Fitness,Beginner,Weight_Loss,1,0.1,0,6,5,3,5,2,7,PRG_FIT_FAT_LOSS_HIIT
24,173,72,24.1,MMA,Beginner,Strength,3,0.5,0,4,4,5,5,7,10,PRG_MMA_BEGINNER_BASE
39,175,77,25.1,General Fitness,Beginner,Endurance,2,1.9,0,5,6,3,6,7,8,PRG_FIT_CARDIO_ENDURANCE
23,182,88,26.6,General Fitness,Beginner,Muscle_Gain,2,0.9,0,5,8,3,3,4,9,PRG_FIT_HYPERTROPHY_INTERMEDIATE
15,183,76,22.7,Swimming,Advanced,Agility,5,5.6,1,10,7,10,8,9,7,PRG_SW_RACE_CONDITIONING
17,174,67,22.1,Boxing,Beginner,Strength,3,0.9,0,4,6,4,2,6,9,PRG_BOX_FOUNDATIONS
26,175,64,20.9,Swimming,Intermediate,Endurance,4,1.6,0,9,7,8,6,8,9,PRG_SW_DISTANCE_ELITE
21,176,87,28.1,Football,Beginner,Muscle_Gain,3,3.6,1,4,4,3,4,7,8,PRG_FB_ATHLETIC_DEVELOPMENT
20,190,59,16.3,Tennis,Intermediate,Weight_Loss,5,2.2,0,7,7,8,7,6,9,PRG_TN_COMPETITION_READINESS
31,180,84,25.9,General Fitness,Beginner,Strength,3,0.1,0,1,2,5,2,4,8,PRG_FIT_POWERLIFTING
24,181,66,20.1,Tennis,Intermediate,Strength,4,2.5,0,10,8,6,6,5,7,PRG_TN_COMPETITION_READINESS
23,167,54,19.4,General Fitness,Intermediate,Endurance,4,2.3,1,9,8,6,7,7,7,PRG_FIT_CARDIO_ENDURANCE
30,173,92,30.7,MMA,Intermediate,Endurance,4,3.7,0,8,7,10,6,3,6,PRG_MMA_SPEED_AGILITY
25,182,80,24.2,Tennis,Intermediate,Muscle_Gain,3,4.6,0,7,4,6,6,10,8,PRG_TN_CORE_STABILITY
22,185,80,23.4,Swimming,Beginner,Weight_Loss,2,0.1,0,7,4,3,6,5,8,PRG_SW_TECHNIQUE_AND_BASE
23,188,66,18.7,Football,Advanced,Strength,5,8.7,0,8,10,10,6,10,8,PRG_FB_EXPLOSIVE_ATHLETE
20,194,81,21.5,Basketball,Beginner,Strength,3,0.1,0,6,6,3,3,6,6,PRG_BB_ATHLETIC_BASE
33,177,53,16.9,Tennis,Intermediate,Weight_Loss,4,3.7,0,7,4,8,7,7,7,PRG_TN_CORE_STABILITY
27,173,72,24.1,Boxing,Advanced,Endurance,6,4.6,0,7,9,8,8,9,8,PRG_BOX_KNOCKOUT_POWER
28,160,76,29.7,Boxing,Beginner,Endurance,3,2.5,0,4,4,3,3,7,8,PRG_BOX_FOUNDATIONS
19,174,73,24.1,General Fitness,Beginner,Muscle_Gain,2,1.3,1,2,4,7,7,6,8,PRG_FIT_HYPERTROPHY_BEGINNER
30,178,70,22.1,MMA,Advanced,Muscle_Gain,4,5.0,0,7,10,7,10,10,7,PRG_MMA_PEAK_PERFORMANCE
23,193,97,26.0,Football,Beginner,Strength,2,2.2,1,7,3,8,3,4,7,PRG_FB_ATHLETIC_DEVELOPMENT
16,168,51,18.1,Track & Field,Intermediate,Strength,5,5.7,0,10,8,9,5,7,7,PRG_TF_THROWS_JUMPS_POWER
20,171,86,29.4,MMA,Beginner,Endurance,4,0.9,1,2,6,4,5,4,7,PRG_MMA_BEGINNER_BASE
19,167,75,26.9,Boxing,Intermediate,Muscle_Gain,4,3.1,0,5,6,8,9,7,5,PRG_BOX_KNOCKOUT_POWER
24,181,57,17.4,Tennis,Intermediate,Agility,3,4.7,0,4,4,5,5,5,8,PRG_TN_COURT_MOVEMENT
23,182,95,28.7,MMA,Beginner,Muscle_Gain,4,0.1,1,5,3,3,3,7,7,PRG_MMA_BEGINNER_BASE
19,168,70,24.8,Track & Field,Intermediate,Agility,3,4.3,0,5,6,8,5,8,8,PRG_TF_GENERAL_TRACK_CONDITIONING
17,177,62,19.8,Track & Field,Beginner,Strength,2,0.4,0,4,5,7,6,4,7,PRG_TF_RUNNING_MECHANICS
15,172,54,18.3,Track & Field,Intermediate,Speed,3,3.4,0,8,4,8,5,5,7,PRG_TF_SPRINT_ELITE
28,188,88,24.9,Basketball,Beginner,Speed,2,1.7,0,4,5,5,5,4,8,PRG_BB_ATHLETIC_BASE
20,179,82,25.6,Track & Field,Beginner,Speed,3,1.2,0,6,4,6,3,6,7,PRG_TF_RUNNING_MECHANICS
17,194,80,21.3,Basketball,Advanced,Speed,6,7.9,0,9,6,9,6,9,8,PRG_BB_VERTICAL_PLYOMETRICS
16,191,91,24.9,Basketball,Intermediate,Agility,4,4.1,0,6,8,4,5,3,7,PRG_BB_CHANGE_OF_DIRECTION
15,172,83,28.1,General Fitness,Intermediate,Agility,4,3.9,0,7,8,4,4,5,8,PRG_FIT_BALANCED_WELLNESS
29,166,76,27.6,General Fitness,Advanced,Weight_Loss,5,6.8,1,5,6,7,6,3,8,PRG_FIT_FAT_LOSS_HIIT
24,177,83,26.5,Tennis,Intermediate,Strength,4,2.9,0,4,5,7,9,7,6,PRG_TN_POWER_GENERATION
27,181,51,15.6,Track & Field,Advanced,Endurance,5,7.2,0,8,8,10,8,9,6,PRG_TF_DISTANCE_ELITE
27,174,50,16.5,Boxing,Beginner,Muscle_Gain,4,0.1,0,7,4,4,1,5,9,PRG_BOX_FOUNDATIONS
21,171,65,22.2,Track & Field,Advanced,Endurance,5,6.3,0,10,7,10,9,8,7,PRG_TF_DISTANCE_ELITE
15,169,55,19.3,Boxing,Beginner,Weight_Loss,2,2.0,0,3,3,5,2,4,7,PRG_BOX_FOUNDATIONS
26,177,85,27.1,Tennis,Intermediate,Speed,5,4.9,0,5,4,8,6,4,6,PRG_TN_CORE_STABILITY
23,180,88,27.2,Football,Advanced,Endurance,5,7.3,1,5,6,7,6,7,8,PRG_FB_INJURY_PREVENTION
22,190,78,21.6,Swimming,Intermediate,Endurance,3,3.2,0,7,4,5,8,7,8,PRG_SW_DISTANCE_ELITE
22,171,87,29.8,MMA,Intermediate,Muscle_Gain,5,1.7,1,6,8,4,4,4,8,PRG_MMA_INJURY_PREVENTION
24,172,78,26.4,Track & Field,Advanced,Speed,4,7.1,0,10,8,10,9,10,7,PRG_TF_SPRINT_ELITE
19,168,87,30.8,MMA,Beginner,Muscle_Gain,2,0.6,0,3,5,4,3,5,8,PRG_MMA_BEGINNER_BASE
20,191,68,18.6,Tennis,Advanced,Endurance,6,5.8,0,9,5,10,6,8,7,PRG_TN_POWER_GENERATION
28,163,71,26.7,General Fitness,Intermediate,Muscle_Gain,5,2.5,0,6,5,4,1,7,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
15,178,61,19.3,Boxing,Beginner,Strength,3,1.3,0,7,4,5,4,4,7,PRG_BOX_FOUNDATIONS
39,175,78,25.5,Tennis,Intermediate,Agility,3,3.8,1,4,5,6,7,7,7,PRG_TN_SHOULDER_ELBOW_PREHAB
28,192,92,25.0,Basketball,Intermediate,Endurance,6,2.7,1,6,4,5,6,5,8,PRG_BB_ANKLE_KNEE_PREHAB
29,179,52,16.2,General Fitness,Advanced,Weight_Loss,5,7.2,0,9,6,4,10,9,7,PRG_FIT_FAT_LOSS_HIIT
33,184,64,18.9,Tennis,Beginner,Muscle_Gain,2,1.8,1,6,4,2,6,5,8,PRG_TN_MOVEMENT_FOUNDATIONS
20,184,70,20.7,Swimming,Intermediate,Endurance,4,3.9,0,10,7,6,5,7,8,PRG_SW_DISTANCE_ELITE
21,176,65,21.0,Swimming,Beginner,Endurance,2,0.3,0,6,3,4,6,5,9,PRG_SW_TECHNIQUE_AND_BASE
22,186,66,19.1,MMA,Intermediate,Speed,4,1.5,0,6,8,8,5,6,7,PRG_MMA_PEAK_PERFORMANCE
19,199,83,21.0,Basketball,Advanced,Strength,4,5.8,0,7,9,9,6,10,8,PRG_BB_VERTICAL_PLYOMETRICS
23,176,64,20.7,MMA,Beginner,Endurance,2,0.1,0,4,5,8,2,2,9,PRG_MMA_BEGINNER_BASE
27,175,79,25.8,General Fitness,Intermediate,Strength,5,1.3,0,6,3,7,4,4,6,PRG_FIT_POWERLIFTING
25,188,84,23.8,MMA,Advanced,Strength,4,5.5,0,6,8,10,5,8,7,PRG_MMA_PEAK_PERFORMANCE
24,179,73,22.8,MMA,Advanced,Agility,6,7.2,1,6,7,6,7,10,6,PRG_MMA_INJURY_PREVENTION
28,177,95,30.3,Football,Intermediate,Weight_Loss,3,3.3,0,5,4,6,5,8,7,PRG_FB_STRENGTH_STAMINA
19,176,91,29.4,Basketball,Advanced,Speed,5,8.6,1,10,7,7,9,8,7,PRG_BB_ANKLE_KNEE_PREHAB
15,184,77,22.7,Swimming,Intermediate,Endurance,5,4.5,1,7,4,8,6,8,7,PRG_SW_DISTANCE_ELITE
36,178,81,25.6,MMA,Intermediate,Endurance,3,2.2,1,6,5,4,5,7,9,PRG_MMA_INJURY_PREVENTION
29,185,66,19.3,MMA,Intermediate,Weight_Loss,3,5.5,0,8,8,6,5,6,8,PRG_MMA_PEAK_PERFORMANCE
15,185,68,19.9,MMA,Advanced,Strength,5,7.8,0,7,9,9,6,8,7,PRG_MMA_PEAK_PERFORMANCE
27,180,57,17.6,Tennis,Intermediate,Muscle_Gain,5,3.4,0,6,4,6,9,5,6,PRG_TN_CORE_STABILITY
15,191,76,20.8,Basketball,Intermediate,Strength,3,2.6,0,5,7,8,7,6,6,PRG_BB_CHANGE_OF_DIRECTION
24,176,78,25.2,MMA,Beginner,Endurance,4,0.1,0,6,3,1,5,5,6,PRG_MMA_BEGINNER_BASE
28,187,79,22.6,Tennis,Advanced,Endurance,5,5.7,0,5,10,8,6,7,8,PRG_TN_POWER_GENERATION
17,180,67,20.7,Swimming,Advanced,Agility,5,5.0,0,10,10,6,8,10,7,PRG_SW_RACE_CONDITIONING
22,174,62,20.5,Boxing,Beginner,Endurance,2,1.0,0,2,3,6,3,6,8,PRG_BOX_FOUNDATIONS
20,174,68,22.5,Track & Field,Intermediate,Agility,5,3.8,1,8,7,7,8,7,6,PRG_TF_GENERAL_TRACK_CONDITIONING
18,181,67,20.5,Track & Field,Intermediate,Endurance,6,5.9,0,8,5,7,6,6,7,PRG_TF_DISTANCE_ELITE
18,171,57,19.5,Track & Field,Intermediate,Speed,3,1.0,0,9,4,9,8,7,7,PRG_TF_SPRINT_ELITE
34,178,65,20.5,Tennis,Intermediate,Muscle_Gain,5,4.0,0,6,5,5,5,5,6,PRG_TN_COMPETITION_READINESS
25,186,76,22.0,Football,Intermediate,Speed,3,1.6,0,5,8,7,4,7,6,PRG_FB_SPRINT_MECHANICS
21,177,80,25.5,General Fitness,Beginner,Muscle_Gain,1,0.1,0,3,6,9,1,3,10,PRG_FIT_HYPERTROPHY_INTERMEDIATE
15,171,97,33.2,Football,Intermediate,Strength,4,4.6,0,3,7,7,3,5,7,PRG_FB_LINEMAN_POWER
21,169,53,18.6,Boxing,Intermediate,Strength,3,1.7,0,8,5,6,8,6,9,PRG_BOX_STRENGTH_FOUNDATION
16,181,64,19.5,Swimming,Beginner,Muscle_Gain,1,0.1,0,7,5,1,8,5,8,PRG_SW_TECHNIQUE_AND_BASE
23,185,80,23.4,Swimming,Beginner,Muscle_Gain,1,0.5,0,4,6,4,5,5,10,PRG_SW_TECHNIQUE_AND_BASE
32,181,58,17.7,General Fitness,Beginner,Strength,3,0.6,1,5,5,7,7,5,7,PRG_FIT_POWERLIFTING
24,174,75,24.8,Track & Field,Advanced,Speed,5,7.2,0,8,9,10,9,8,8,PRG_TF_SPRINT_ELITE
20,175,104,34.0,Football,Intermediate,Endurance,5,4.6,0,6,6,7,4,4,5,PRG_FB_STRENGTH_STAMINA
20,173,83,27.7,Swimming,Advanced,Strength,5,6.8,0,10,5,7,8,8,7,PRG_SW_RACE_CONDITIONING
35,167,77,27.6,Tennis,Intermediate,Muscle_Gain,4,3.1,0,6,5,7,6,6,6,PRG_TN_COMPETITION_READINESS
15,170,73,25.3,Tennis,Advanced,Speed,5,7.6,0,9,5,10,6,9,8,PRG_TN_POWER_GENERATION
28,182,67,20.2,Track & Field,Intermediate,Speed,5,4.2,0,7,7,6,8,5,7,PRG_TF_SPEED_DEVELOPMENT
28,179,62,19.4,Tennis,Intermediate,Speed,3,4.3,0,5,3,8,6,8,6,PRG_TN_CORE_STABILITY
22,168,70,24.8,Boxing,Advanced,Strength,5,7.6,0,7,7,7,6,10,7,PRG_BOX_KNOCKOUT_POWER
43,174,72,23.8,General Fitness,Beginner,Weight_Loss,3,0.6,1,4,2,3,4,2,6,PRG_FIT_FAT_LOSS_HIIT
22,169,68,23.8,Track & Field,Advanced,Speed,6,6.2,1,9,8,9,10,6,6,PRG_TF_SPRINT_ELITE
27,170,67,23.2,Boxing,Beginner,Muscle_Gain,4,0.4,1,6,2,3,5,6,7,PRG_BOX_FOUNDATIONS
15,165,72,26.4,Boxing,Intermediate,Weight_Loss,5,1.6,1,6,7,5,4,7,8,PRG_BOX_REHAB_CONDITIONING
23,180,80,24.7,Swimming,Beginner,Endurance,2,0.1,0,6,4,5,3,2,10,PRG_SW_TECHNIQUE_AND_BASE
22,179,61,19.0,Track & Field,Advanced,Strength,5,5.8,0,9,9,10,9,8,6,PRG_TF_THROWS_JUMPS_POWER
21,185,61,17.8,Swimming,Intermediate,Agility,4,2.1,0,6,4,8,7,6,6,PRG_SW_DRY_LAND_STRENGTH
30,186,65,18.8,Tennis,Beginner,Speed,1,0.8,0,4,6,4,5,3,10,PRG_TN_MOVEMENT_FOUNDATIONS
36,167,85,30.5,General Fitness,Beginner,Muscle_Gain,2,0.1,1,1,7,5,4,3,8,PRG_FIT_FAT_LOSS_HIIT
18,163,53,19.9,Swimming,Intermediate,Strength,5,3.7,0,9,8,4,7,4,7,PRG_SW_RACE_CONDITIONING
18,181,50,15.3,Tennis,Advanced,Speed,5,6.9,1,10,5,8,8,7,8,PRG_TN_SHOULDER_ELBOW_PREHAB
25,159,80,31.6,MMA,Intermediate,Muscle_Gain,3,4.6,0,4,8,7,7,8,9,PRG_MMA_SPEED_AGILITY
23,166,74,26.9,MMA,Beginner,Agility,2,1.0,0,5,4,5,3,4,7,PRG_MMA_BEGINNER_BASE
38,177,87,27.8,General Fitness,Beginner,Endurance,2,0.6,0,4,3,2,2,5,8,PRG_FIT_CARDIO_ENDURANCE
20,187,60,17.2,Swimming,Advanced,Endurance,6,5.6,0,9,8,8,9,6,7,PRG_SW_DISTANCE_ELITE
21,173,65,21.7,Track & Field,Intermediate,Weight_Loss,4,4.1,0,4,9,7,6,7,10,PRG_TF_GENERAL_TRACK_CONDITIONING
37,180,69,21.3,General Fitness,Beginner,Endurance,3,1.4,1,2,5,7,5,3,8,PRG_FIT_CARDIO_ENDURANCE
33,174,64,21.1,General Fitness,Intermediate,Weight_Loss,5,3.2,0,5,5,5,6,3,8,PRG_FIT_FAT_LOSS_HIIT
24,181,69,21.1,MMA,Intermediate,Weight_Loss,3,2.9,0,8,6,3,6,5,8,PRG_MMA_GENERAL_CONDITIONING
29,177,68,21.7,Boxing,Intermediate,Agility,4,4.3,0,2,5,8,5,6,8,PRG_BOX_GENERAL_COMBAT_FITNESS
25,174,69,22.8,Boxing,Advanced,Agility,6,10.1,0,10,8,8,7,6,7,PRG_BOX_ELITE_CONDITIONING
17,186,62,17.9,Football,Intermediate,Endurance,4,3.4,0,5,5,6,6,9,7,PRG_FB_STRENGTH_STAMINA
18,176,86,27.8,Boxing,Intermediate,Muscle_Gain,5,4.1,0,6,5,5,3,6,9,PRG_BOX_GENERAL_COMBAT_FITNESS
24,183,67,20.0,Football,Advanced,Endurance,6,8.5,0,6,9,9,8,8,6,PRG_FB_EXPLOSIVE_ATHLETE
23,171,63,21.5,Track & Field,Intermediate,Muscle_Gain,3,5.3,0,9,6,9,7,7,7,PRG_TF_THROWS_JUMPS_POWER
27,190,50,13.9,MMA,Beginner,Strength,3,1.0,0,6,6,5,4,4,7,PRG_MMA_BEGINNER_BASE
18,186,71,20.5,MMA,Intermediate,Endurance,5,3.0,0,3,4,7,6,9,6,PRG_MMA_AEROBIC_BASE
24,183,76,22.7,Tennis,Beginner,Agility,2,0.3,1,7,5,5,5,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
22,181,86,26.3,Basketball,Beginner,Agility,3,0.1,0,5,5,6,4,4,10,PRG_BB_ATHLETIC_BASE
30,180,81,25.0,MMA,Beginner,Strength,2,0.1,1,4,7,6,5,3,8,PRG_MMA_BEGINNER_BASE
23,163,64,24.1,MMA,Advanced,Agility,4,5.7,1,8,4,8,7,7,8,PRG_MMA_INJURY_PREVENTION
22,173,64,21.4,Track & Field,Intermediate,Speed,6,4.6,0,7,5,8,6,7,7,PRG_TF_SPRINT_ELITE
26,189,103,28.8,Football,Intermediate,Strength,4,5.2,0,8,7,9,5,6,6,PRG_FB_LINEMAN_POWER
23,176,67,21.6,Boxing,Beginner,Endurance,2,0.1,0,4,4,3,6,4,10,PRG_BOX_FOUNDATIONS
22,180,73,22.5,Football,Intermediate,Speed,4,5.0,0,3,10,7,3,5,8,PRG_FB_SPRINT_MECHANICS
19,172,75,25.4,MMA,Intermediate,Muscle_Gain,6,4.3,0,5,3,6,9,4,7,PRG_MMA_STRENGTH_BLOCK
29,176,62,20.0,Track & Field,Beginner,Speed,3,1.2,0,5,4,6,7,4,8,PRG_TF_RUNNING_MECHANICS
21,192,54,14.6,Tennis,Advanced,Strength,5,7.5,1,8,4,10,6,6,7,PRG_TN_SHOULDER_ELBOW_PREHAB
23,177,70,22.3,Track & Field,Beginner,Agility,2,1.1,0,9,6,8,5,6,9,PRG_TF_RUNNING_MECHANICS
22,175,59,19.3,Track & Field,Beginner,Speed,4,0.2,0,6,1,5,2,6,8,PRG_TF_RUNNING_MECHANICS
24,183,89,26.6,Football,Advanced,Agility,7,6.9,1,6,8,8,6,8,7,PRG_FB_INJURY_PREVENTION
27,183,75,22.4,General Fitness,Advanced,Weight_Loss,5,7.3,1,5,6,8,4,7,7,PRG_FIT_FAT_LOSS_HIIT
31,167,66,23.7,General Fitness,Beginner,Endurance,4,2.0,1,6,3,4,1,3,7,PRG_FIT_CARDIO_ENDURANCE
26,173,81,27.1,MMA,Intermediate,Weight_Loss,4,2.0,0,4,5,6,6,7,7,PRG_MMA_GENERAL_CONDITIONING
19,173,66,22.1,MMA,Advanced,Agility,4,7.3,0,10,9,10,9,9,6,PRG_MMA_PEAK_PERFORMANCE
40,165,75,27.5,General Fitness,Beginner,Endurance,2,1.4,0,1,6,2,3,4,7,PRG_FIT_CARDIO_ENDURANCE
22,175,68,22.2,Track & Field,Intermediate,Endurance,4,4.1,0,5,8,9,6,5,8,PRG_TF_AEROBIC_BASE
26,186,67,19.4,Swimming,Advanced,Speed,5,8.4,0,10,5,8,10,6,7,PRG_SW_SPRINT_POWER
25,166,51,18.5,Boxing,Intermediate,Endurance,5,4.5,0,8,4,5,6,6,9,PRG_BOX_GENERAL_COMBAT_FITNESS
33,169,71,24.9,MMA,Intermediate,Endurance,4,5.7,0,6,7,6,5,6,7,PRG_MMA_PEAK_PERFORMANCE
30,174,83,27.4,Basketball,Advanced,Endurance,5,8.5,1,7,5,8,8,10,4,PRG_BB_ANKLE_KNEE_PREHAB
20,174,66,21.8,Track & Field,Beginner,Endurance,3,3.7,0,6,6,7,5,6,8,PRG_TF_RUNNING_MECHANICS
26,187,70,20.0,MMA,Intermediate,Endurance,4,1.6,1,9,10,7,7,7,7,PRG_MMA_INJURY_PREVENTION
23,173,64,21.4,MMA,Intermediate,Endurance,4,6.0,0,6,8,6,5,7,8,PRG_MMA_PEAK_PERFORMANCE
21,180,58,17.9,Track & Field,Intermediate,Endurance,3,1.9,0,7,8,6,4,7,8,PRG_TF_DISTANCE_ELITE
22,168,52,18.4,Boxing,Intermediate,Endurance,4,3.8,0,6,7,6,4,5,8,PRG_BOX_GENERAL_COMBAT_FITNESS
45,180,91,28.1,General Fitness,Intermediate,Muscle_Gain,4,3.9,1,6,1,7,7,4,7,PRG_FIT_HYPERTROPHY_BEGINNER
23,178,84,26.5,MMA,Beginner,Endurance,4,1.3,0,4,6,7,5,2,7,PRG_MMA_BEGINNER_BASE
22,170,82,28.4,MMA,Advanced,Muscle_Gain,4,7.0,0,4,9,6,7,5,8,PRG_MMA_GENERAL_CONDITIONING
23,166,78,28.3,Track & Field,Advanced,Speed,5,6.2,1,9,9,9,7,9,7,PRG_TF_SPRINT_ELITE
20,179,72,22.5,MMA,Advanced,Speed,6,8.2,0,8,10,7,8,6,6,PRG_MMA_PEAK_PERFORMANCE
23,199,84,21.2,Basketball,Intermediate,Endurance,3,2.9,1,6,7,5,6,4,7,PRG_BB_ANKLE_KNEE_PREHAB
29,173,58,19.4,MMA,Beginner,Endurance,2,3.4,0,6,5,6,2,3,7,PRG_MMA_BEGINNER_BASE
25,190,76,21.1,Basketball,Advanced,Muscle_Gain,4,7.1,1,4,5,10,8,5,7,PRG_BB_ANKLE_KNEE_PREHAB
26,177,95,30.3,Football,Beginner,Speed,3,1.7,0,4,6,6,2,5,7,PRG_FB_ATHLETIC_DEVELOPMENT
26,182,95,28.7,Basketball,Advanced,Weight_Loss,4,4.4,0,8,7,7,8,8,8,PRG_BB_VERTICAL_PLYOMETRICS
27,170,77,26.6,MMA,Beginner,Muscle_Gain,2,0.1,0,6,4,2,3,7,7,PRG_MMA_BEGINNER_BASE
22,169,81,28.4,General Fitness,Beginner,Muscle_Gain,3,0.1,0,5,4,2,3,1,9,PRG_FIT_HYPERTROPHY_BEGINNER
24,175,96,31.3,Football,Intermediate,Strength,4,3.7,0,5,8,8,7,8,7,PRG_FB_LINEMAN_POWER
26,199,81,20.5,Basketball,Advanced,Muscle_Gain,5,6.9,1,7,6,10,7,6,9,PRG_BB_ANKLE_KNEE_PREHAB
23,192,79,21.4,Basketball,Advanced,Agility,6,5.6,1,10,7,10,5,8,7,PRG_BB_ANKLE_KNEE_PREHAB
16,189,69,19.3,Swimming,Intermediate,Strength,5,2.8,0,8,5,6,8,7,7,PRG_SW_RACE_CONDITIONING
32,173,72,24.1,General Fitness,Intermediate,Weight_Loss,3,3.9,0,7,6,1,9,4,6,PRG_FIT_FAT_LOSS_HIIT
24,171,73,25.0,MMA,Intermediate,Agility,2,5.4,0,6,4,5,7,5,6,PRG_MMA_SPEED_AGILITY
32,181,80,24.4,General Fitness,Beginner,Strength,2,0.1,0,1,5,2,1,2,7,PRG_FIT_POWERLIFTING
29,170,61,21.1,Track & Field,Intermediate,Strength,4,4.5,1,7,6,8,5,7,9,PRG_TF_THROWS_JUMPS_POWER
26,168,74,26.2,Boxing,Beginner,Weight_Loss,2,1.7,1,7,4,6,3,8,8,PRG_BOX_FOUNDATIONS
23,182,62,18.7,Swimming,Intermediate,Weight_Loss,4,4.3,0,8,3,7,9,6,8,PRG_SW_DRY_LAND_STRENGTH
24,167,79,28.3,Tennis,Intermediate,Strength,5,3.1,0,6,4,10,5,4,7,PRG_TN_CORE_STABILITY
21,168,78,27.6,Track & Field,Intermediate,Agility,4,2.5,1,9,9,7,8,6,9,PRG_TF_GENERAL_TRACK_CONDITIONING
22,181,77,23.5,Basketball,Beginner,Weight_Loss,3,2.8,0,5,2,3,5,6,8,PRG_BB_ATHLETIC_BASE
15,178,65,20.5,Boxing,Beginner,Muscle_Gain,3,1.1,0,6,5,6,7,6,8,PRG_BOX_FOUNDATIONS
19,176,73,23.6,MMA,Beginner,Weight_Loss,3,2.4,0,8,6,6,8,3,8,PRG_MMA_BEGINNER_BASE
19,166,62,22.5,Track & Field,Advanced,Speed,6,7.7,1,9,8,10,9,6,6,PRG_TF_SPRINT_ELITE
15,189,69,19.3,Swimming,Advanced,Speed,6,7.5,0,9,6,10,8,9,6,PRG_SW_SPRINT_POWER
30,183,77,23.0,Basketball,Intermediate,Speed,5,4.4,1,4,8,10,6,5,10,PRG_BB_ANKLE_KNEE_PREHAB
